gid	page	nr	pagenr	jaar	txt1	txt2	crd_bessel	crd_wgs84	ast	excl	crss	latlon_bessel	latlon_wgs84
108499	145	3373	145-3373	1915	Wijkeroog	R. C. K. Midden van kruis	0101000020806C040048E17A143A83F940F6285C8F6E671E41	01010000204071000048E17A143A83F940F6285C8F6E671E41	*	!	 	0101000020D41000002366C035D1931240D7EEB1D31E3C4A40	0101000020E6100000BE6956447C9312404E24E748FD3B4A40
108500	145	3374	145-3374	1899	Wijler (D.)	Kerktoren. Stang	0101000020806C0400E17A14AEDDCD0741AE47E17A03EA1941	010100002040710000E17A14AEDDCD0741AE47E17A03EA1941	 	 	 	0101000020D4100000210DFB8C02DF1740C7AFE43398E74940	0101000020E6100000A84ED7E779DE17407B7BA82179E74940
108501	145	3375	145-3375	1904	Wijlre	R. C. K. Stang boven bol	0101000020806C0400F6285C8F2A490741C3F5285C7A471341	010100002040710000F6285C8F2A490741C3F5285C7A471341	 	 	^	0101000020D41000001F78E9FBB89417408C917B7B8C6A4940	0101000020E61000001FAC459D32941740BBF56D28716A4940
108502	145	3721	145-3721	1927	Wijlre II	R.C.K. Stang	0101000020806C040052B81E8533490741EC51B81E56471341	01010000204071000052B81E8533490741EC51B81E56471341	*	 	 	0101000020D41000008E9200EBBC9417401F7CAFCF896A4940	0101000020E6100000CF3C358C36941740F24EB67C6E6A4940
108503	145	3376	145-3376	1926	Wijnaldum	H. K. Stang boven bol	0101000020806C0400CDCCCCCC3286034185EB51B80FA92141	010100002040710000CDCCCCCC3286034185EB51B80FA92141	*	 	 	0101000020D4100000FE18F294ADD815401795B6B416994A40	0101000020E610000037A7ED9239D8154031648B52F2984A40
108504	145	3377	145-3377	1903	Wijnandsrade	R. C. K. Stang boven knop	0101000020806C0400A4703D0A852F074185EB51B8B3C31341	010100002040710000A4703D0A852F074185EB51B8B3C31341	 	 	 	0101000020D41000005E198DD493891740A1638C11B4734940	0101000020E610000025C3B3E70D8917404F95727898734940
108505	145	703	145-703	1903	Wijngaardberg	Kasteel. Stang	0101000020806C040000000000523E064185EB51B80AB51341	01010000204071000000000000523E064185EB51B80AB51341	*	 	 	0101000020D4100000EB1E1D4023191740F2CFE269AD724940	0101000020E6100000A4346E70A1181740E18E6ED991724940
108506	145	3378	145-3378	1916	Wijngaarden	H.K. Stang	0101000020806C040048E17A144A59FB40EC51B81ED9291A41	01010000204071000048E17A144A59FB40EC51B81ED9291A41	*	 	 	0101000020D41000000B2DEDBD2A0E13405200C04F44EC4940	0101000020E6100000953F7837D00D13404584082825EC4940
108507	145	704	145-704	1923	Wijnjeterp I	H. K. Stang boven bol	0101000020806C04007B14AE47836309415C8FC2F5BB262141	0101000020407100007B14AE47836309415C8FC2F5BB262141	*	 	 	0101000020D4100000D0EFA84807B618405488EA7791854A40	0101000020E6100000590C10F276B51840F1B4E3A66D854A40
108508	145	3379	145-3379	1923	Wijnjeterp II	G. K. Stang onder knop	0101000020806C04005C8FC2F59297094114AE47616D332141	0101000020407100005C8FC2F59297094114AE47616D332141	 	 	 	0101000020D410000053CAE700BFCF18408690916D6A874A40	0101000020E6100000306B30AE2DCF184085D7408E46874A40
108509	145	3380	145-3380	1925	Wijns	H. K. Stang	0101000020806C0400B81E85EBD78B0641E17A14AE22DB2141	010100002040710000B81E85EBD78B0641E17A14AE22DB2141	 	 	 	0101000020D4100000BAD4AD3BA5541740B00991D85BA04A40	0101000020E6100000355A389A2254174019472A3B37A04A40
108510	145	705	145-705	1911	Wijsterscheveld	Steen R.D	0101000020806C04003D0AD7A3242D0C41CDCCCCCCF8552041	0101000020407100003D0AD7A3242D0C41CDCCCCCCF8552041	*	 	 	0101000020D41000004968DAF2540C1A404B7701AC7B664A40	0101000020E6100000DCE3E775B70B1A40A6118DC958664A40
108511	145	3381	145-3381	1926	Wijtgaard	R. C. K. Stang	0101000020806C040052B81E85392A0641D7A3703D647B2141	01010000204071000052B81E85392A0641D7A3703D647B2141	 	 	 	0101000020D4100000FD758799AD231740B1462F7348924A40	0101000020E6100000254439CA2C23174096D96D4224924A40
108512	145	3382	145-3382	1926	IJlst I	H. K. Stang boven bol	0101000020806C0400C3F5285C27DC044185EB5138FF062141	010100002040710000C3F5285C27DC044185EB5138FF062141	 	 	 	0101000020D4100000EBEA91D7507F1640AB9CEBEF32814A40	0101000020E6100000A00E7142D67E1640A740EB430F814A40
108513	145	3383	145-3383	1926	IJlst II	G. K. Stang	0101000020806C04006666666640D40441C3F528DC8C092141	0101000020407100006666666640D40441C3F528DC8C092141	 	 	 	0101000020D41000000CC3733E797B1640B9BABE6C93814A40	0101000020E61000004A76B1CFFE7A164009F4E0BD6F814A40
108514	145	3384	145-3384	1923	IJlst III	Raadhuis. Bol	0101000020806C04001F85EB5138DD04410AD7A3F03D072141	0101000020407100001F85EB5138DD04410AD7A3F03D072141	 	 	 	0101000020D41000008977D784D67F1640601AAF233C814A40	0101000020E610000039BFA2EA5B7F164047C4667718814A40
108515	145	3385	145-3385	1915	IJmuiden I	Oostlicht. Lichttoren. Bol	0101000020806C040048E17A144A7EF840EC51B81E895A1E41	01010000204071000048E17A144A7EF840EC51B81E895A1E41	*	 	 	0101000020D410000011E8FD750955124019B5DF9A1E3B4A40	0101000020E610000015C59FE2B65412407137FE18FD3A4A40
108516	145	3386	145-3386	1915	IJmuiden II	R. C. K. Stang boven knop	0101000020806C04007B14AE4739C8F840F6285C8F745D1E41	0101000020407100007B14AE4739C8F840F6285C8F745D1E41	*	 	 	0101000020D41000008AA528A4D4661240DBD18F77593B4A40	0101000020E6100000E028DD6481661240B67290F3373B4A40
108517	145	3387	145-3387	1915	IJmuiden III	Oud-Katholieke kerk. Stang boven knop	0101000020806C040033333333FFB9F840F6285C8F265A1E41	01010000204071000033333333FFB9F840F6285C8F265A1E41	*	 	 	0101000020D4100000EE02D6786F631240B24893721A3B4A40	0101000020E610000083E0AA591C631240E83D89F0F83A4A40
108518	145	3388	145-3388	1915	IJmuiden 1V	G. K. Stang boven ondersten knop	0101000020806C04005C8FC2F508B4F8407B14AE474E5A1E41	0101000020407100005C8FC2F508B4F8407B14AE474E5A1E41	*	 	 	0101000020D4100000DFA4BF1AFF6112400D23A6101D3B4A40	0101000020E61000008F8C9409AC6112405D338F8EFB3A4A40
108519	145	3389	145-3389	1915	IJmuiden V	Gebouw voor Christelijke belangen. Stang boven knop	0101000020806C040052B81E857FB1F840EC51B81EDC5C1E41	01010000204071000052B81E857FB1F840EC51B81EDC5C1E41	*	 	 	0101000020D410000065D04CA25B611240C43F2E134D3B4A40	0101000020E610000067DEF59708611240DD8EA98F2B3B4A40
108520	145	706	145-706	1915	IJmuiden VI	Watertoren. Stang	0101000020806C04001F85EB51FCB1F8407B14AE47D1531E41	0101000020407100001F85EB51FCB1F8407B14AE47D1531E41	*	 	 	0101000020D4100000C43FFA2692611240AA61EEA9A23A4A40	0101000020E61000006BCA54183F611240903E862B813A4A40
108521	145	3390	145-3390	1915	IJmuiden V11	H. K. Stang boven ondersten knop	0101000020806C0400CDCCCCCC10D6F840CDCCCCCC175D1E41	010100002040710000CDCCCCCC10D6F840CDCCCCCC175D1E41	*	 	 	0101000020D4100000735F18ED2B6A1240A6BD5558533B4A40	0101000020E61000007CEC4A8DD86912404DB374D4313B4A40
108522	145	3391	145-3391	1906	IJpelaar	R. C. seminarie. Dakruiter. Stang	0101000020806C04001F85EB510C18FC40C3F5285CF55A1841	0101000020407100001F85EB510C18FC40C3F5285CF55A1841	 	 	 	0101000020D41000006D9E5C1D033F1340A4AC778835CA4940	0101000020E610000023705561A63E13404E56406517CA4940
108523	146	3392	146-3392	1926	IJjsbrechtum	H. K. Stang boven knop	0101000020806C0400A4703D0AD5EC0441F6285C0FA4232141	010100002040710000A4703D0AD5EC0441F6285C0FA4232141	*	 	 	0101000020D41000001C2DE524A687164031A38A216A854A40	0101000020E61000003CC463442B8716405EBC095546854A40
108524	146	707	146-707	1899	IJsheuvel	Steen R. D	0101000020806C040033333333C32B0841C3F5285C5F1C1941	01010000204071000033333333C32B0841C3F5285C5F1C1941	*	 	 	0101000020D41000001BCD6601F5091840CC1823406CD84940	0101000020E6100000C276AAB46A0918400CF71AA24DD84940
108525	146	3393	146-3393	1913	IJsselmonde I	H. K. Stang boven knop	0101000020806C04007B14AE47F5BFF7401F85EB51138D1A41	0101000020407100007B14AE47F5BFF7401F85EB51138D1A41	*	 	^	0101000020D41000002E8366BF013212408ADB782567F34940	0101000020E6100000453E208CAF31124013EB25CB47F34940
108526	146	3722	146-3722	1927	IJsselmonde I	H. K. Stang boven knop	0101000020806C04007B14AE47F5BFF7400AD7A370138D1A41	0101000020407100007B14AE47F5BFF7400AD7A370138D1A41	*	 	 	0101000020D4100000CC1310BF01321240ADF0BB2767F34940	0101000020E6100000B7D9C98BAF311240DCEE68CD47F34940
108527	146	708	146-708	1909	IJsselmonde II	Watertoren. A1-wateringsbuis	0101000020806C04007B14AE47A5BFF7408FC2F528B48F1A41	0101000020407100007B14AE47A5BFF7408FC2F528B48F1A41	*	 	 	0101000020D41000004FC85B4EE7311240444662AC98F34940	0101000020E61000001115B91C95311240D9A6935079F34940
108528	146	3723	146-3723	1909	IJsselmonde II (Exc.)	Watertoren. Tijdelijke stang	0101000020806C0400F6285C8F6EBFF74014AE47E1B18F1A41	010100002040710000F6285C8F6EBFF74014AE47E1B18F1A41	*	 	^	0101000020D4100000C5CCB34DDA311240ABAA6D7E98F34940	0101000020E6100000331B8D1C88311240D2AEA02279F34940
108529	146	3394	146-3394	1913	IJsselmonde III	G. K. Stang boven knop	0101000020806C04000000000000AEF740CDCCCCCCAD871A41	0101000020407100000000000000AEF740CDCCCCCCAD871A41	*	 	 	0101000020D4100000315F4B88CA2D1240D048B17000F34940	0101000020E61000000B07127C782D12406F7A8819E1F24940
108530	146	3395	146-3395	1910	IJsselmuiden I	H. K. Stang	0101000020806C0400295C8FC21F660741EC51B81E910D1F41	010100002040710000295C8FC21F660741EC51B81E910D1F41	 	 	 	0101000020D4100000F32826230AB71740C128B3677E484A40	0101000020E61000000CC33B5C83B61740888F6D6D5C484A40
108531	146	3396	146-3396	1910	IJsselmuiden II	R. C. K. Stang	0101000020806C040014AE47E11E70074133333333320A1F41	01010000204071000014AE47E11E70074133333333320A1F41	 	 	 	0101000020D4100000258572BCD8BB1740E38A58293E484A40	0101000020E6100000E5B580C651BB1740E6A1F9301C484A40
108532	146	3397	146-3397	1910	IJsselmuiden III	R. C. kapel op kerkhof. Stang boven knop	0101000020806C04003333333363740741295C8FC21C161F41	0101000020407100003333333363740741295C8FC21C161F41	 	 	 	0101000020D41000007F556DFDFEBD1740E01B8A771E494A40	0101000020E610000011236EF377BD174091FB6B78FC484A40
108533	146	709	146-709	1907	IJsselstein I	H. K. Stang boven knop	0101000020806C040000000000820D0041A4703D0A055A1B41	01010000204071000000000000820D0041A4703D0A055A1B41	*	 	 	0101000020D4100000EF4D8F9F5E2E144065B59B84D0024A40	0101000020E6100000D3BDCC8AF92D1440B2E00DABB0024A40
108534	146	3398	146-3398	1916	IJsselstein II	R. C. K. Stang boven knop	0101000020806C0400D7A3703DAC030041EC51B81E3B561B41	010100002040710000D7A3703DAC030041EC51B81E3B561B41	*	 	 	0101000020D4100000176F3DEFB02914403844A5A788024A40	0101000020E6100000943BBC064C291440BA3351D068024A40
108535	146	3724	146-3724	1916	IJsselstein III. (Exc.)	Watertoren. Vastlegging II	0101000020806C0400CDCCCCCCF0490041AE47E17A27511B41	010100002040710000CDCCCCCCF0490041AE47E17A27511B41	*	 	 	0101000020D4100000A3D96F9A424B144008184DF72B024A40	0101000020E61000003B716E6EDC4A14404C4741220C024A40
108536	146	3399	146-3399	1907	IJzendoorn	H. K. Stang	0101000020806C0400D7A3703D22230441D7A3703DDD901A41	010100002040710000D7A3703D22230441D7A3703DDD901A41	 	 	 	0101000020D41000008D600FF53B211640F2B6CCC20DF44940	0101000020E61000001FAAF50CC42016405EBC5D54EEF34940
108537	146	177	146-177	1896	IJzendijke I	H. K. Stang	0101000020806C04002FDD240649BEDE40492EFFA168B11641	0101000020407100002FDD240649BEDE40492EFFA168B11641	*	 	 	0101000020D410000009B214AA2DEC0C406CF7295153A94940	0101000020E6100000DA8E59FCCDEB0C4005B8DF4636A94940
108538	146	3400	146-3400	1907	IJzendijke II	R. K. Stang onder kruls	0101000020806C0400C3F5285C8FE2DE40CDCCCCCCF9AF1641	010100002040710000C3F5285C8FE2DE40CDCCCCCCF9AF1641	 	 	 	0101000020D41000003F67207381F00C408A7C885939A94940	0101000020E61000006865809B21F00C40DDF6F44F1CA94940
108539	146	710	146-710	1908	Yerseke I	H. K. Stang boven bol	0101000020806C0400AE47E17AC450EE40D7A3703D81CF1741	010100002040710000AE47E17AC450EE40D7A3703D81CF1741	*	 	 	0101000020D4100000815678E1B13210406D2A3FB323BF4940	0101000020E61000006F5A96F7713210408B3286F505BF4940
108540	146	3401	146-3401	1909	Yerseke II	R. C. K. Stang	0101000020806C0400000000001850EE40EC51B81EDEC91741	010100002040710000000000001850EE40EC51B81EDEC91741	 	 	 	0101000020D4100000F361708AB6321040EC73FE6AB9BE4940	0101000020E61000006C69AB9E76321040058D74B09BBE4940
108541	146	711	146-711	1908	Zaamslag I	H. K. Stang onder kruis	0101000020806C0400CDCCCCCCDC80E940CDCCCCCCA9991641	010100002040710000CDCCCCCCDC80E940CDCCCCCCA9991641	*	 	 	0101000020D41000009DB020569E4E0F4097C5B1BF1BA84940	0101000020E610000043B51D11284E0F40AAE32EB6FEA74940
108542	146	3402	146-3402	1918	Zaamslag II	G. K. Stang boven knop	0101000020806C040033333333AB76E940CDCCCCCC709A1641	01010000204071000033333333AB76E940CDCCCCCC709A1641	*	 	 	0101000020D4100000834E8C9F314C0F405D4325EA29A84940	0101000020E6100000A2FAF071BB4B0F40D7FF3DE00CA84940
108543	146	712	146-712	1909	Zaandam I	H. K. (Oostzijde). Stang boven knop	0101000020806C040085EB51B8CA87FC400AD7A370FE331E41	01010000204071000085EB51B8CA87FC400AD7A370FE331E41	*	 	 	0101000020D410000032F9DD417E4E1340A1F75B0D76384A40	0101000020E61000003BE76931224E1340DC544C9B54384A40
108544	146	3403	146-3403	1909	Zaandam II	R. C. K. Stang boven knop	0101000020806C0400A4703D0A5788FC4014AE47E15D361E41	010100002040710000A4703D0A5788FC4014AE47E15D361E41	 	 	 	0101000020D410000020314A899B4E134099A66ACCA2384A40	0101000020E610000095193E783F4E1340D2A3025981384A40
108545	146	3404	146-3404	1910	Zaandam III	Bullekerk. H. K. Stang	0101000020806C04005C8FC2F54C68FC4014AE47E1D43B1E41	0101000020407100005C8FC2F54C68FC4014AE47E1D43B1E41	*	 	^	0101000020D4100000AE446F5DD84613402D1F6EA108394A40	0101000020E61000008AF6E0987C46134017D5192BE7384A40
108546	146	3725	146-3725	1916	Zaandam III	Bullekerk. H. K. Stang boven kruis	0101000020806C04000AD7A3704D68FC408FC2F528D53B1E41	0101000020407100000AD7A3704D68FC408FC2F528D53B1E41	*	 	 	0101000020D410000001B0817AD8461340EDCBB9A608394A40	0101000020E61000007957F2B57C461340A4586530E7384A40
108547	146	3405	146-3405	1916	Zaandam III	G. K. Stang boven krullen	0101000020806C04001F85EB516C71FC40B81E85EB1D361E41	0101000020407100001F85EB516C71FC40B81E85EB1D361E41	*	 	 	0101000020D4100000B55DCA3816491340613BA43F9D384A40	0101000020E610000080143E5DBA481340ED3E7FCC7B384A40
108548	146	3406	146-3406	1916	Zaandam V	Doopsgezinde kerk. Makelaar	0101000020806C040052B81E85537DFC4066666666903D1E41	01010000204071000052B81E85537DFC4066666666903D1E41	*	 	 	0101000020D4100000C322F83FE64B1340B1D3CC0F2A394A40	0101000020E61000007C44C24A8A4B13401046619808394A40
108549	147	3407	147-3407	1909	Zaandam VI	Verkade's fabriek "De Ruijter". Stang onder ruiter	0101000020806C0400EC51B81E3D6DFC4048E17A14603F1E41	010100002040710000EC51B81E3D6DFC4048E17A14603F1E41	 	 	 	0101000020D4100000DFCCDB2D0248134017D55F9C4B394A40	0101000020E6100000634ECA5EA64713401BA703242A394A40
108550	147	3408	147-3408	1916	Zaandijk	H. K. Stang boven knop	0101000020806C04001F85EB51E848FC401F85EB513C721E41	0101000020407100001F85EB51E848FC401F85EB513C721E41	*	 	 	0101000020D410000070BD6BA8DC3E13402E35B4F1083D4A40	0101000020E6100000D68C403D813E13402955C35CE73C4A40
108551	147	713	147-713	1906	Zalk	H. K. Stang onder kruis	0101000020806C040048E17A145814084133333333EABE1E41	01010000204071000048E17A145814084133333333EABE1E41	 	 	 	0101000020D4100000653060F9960A1840D9EE31B0A6424A40	0101000020E6100000348065000D0A1840844361E284424A40
108552	147	75	147-75	1895	Zaltbommel I	H.K. Midden	0101000020806C04006210583997C8014133333333F1ED1941	0101000020407100006210583997C8014133333333F1ED1941	*	 	^	0101000020D4100000E05AB8FB9102154040A546B70EE84940	0101000020E61000000F0B10B62402154053BF31A8EFE74940
108553	147	3726	147-3726	1910	Zaltbommel I	H. K. Stang oven nop	0101000020806C040014AE47E197C801412FDD2486F1ED1941	01010000204071000014AE47E197C801412FDD2486F1ED1941	 	 	 	0101000020D41000002959624B920215406A4265BD0EE84940	0101000020E6100000551CB70525021540812C50AEEFE74940
108554	147	3409	147-3409	1906	Zaltbommel II	Speeltoren. Stang	0101000020806C0400F6285C8F32C301415C8FC2F511F11941	010100002040710000F6285C8F32C301415C8FC2F511F11941	 	 	 	0101000020D4100000A12B196400001540E2DBE99649E84940	0101000020E610000056A2813793FF1440808319862AE84940
108555	147	3410	147-3410	1912	't Zand (N.H.)	R. C. K. Stang over nop	0101000020806C040048E17A142A72FB405C8FC27529732041	01010000204071000048E17A142A72FB405C8FC27529732041	 	 	 	0101000020D41000001284BAB6C60513406EC366F73E6B4A40	0101000020E6100000575A83056E0513403E2335001C6B4A40
108556	147	3411	147-3411	1922	Zandberg	R. C. K. Stang	0101000020806C0400AE47E17A542F10415C8FC2F527C22041	010100002040710000AE47E17A542F10415C8FC2F527C22041	 	 	 	0101000020D4100000FDB97FCA981A1C40E1B31D62A7754A40	0101000020E6100000F60BDE21E7191C406FA8960C84754A40
108557	147	3412	147-3412	1916	Zandeweer	H. K. Stang boven ondersten knop	0101000020806C04000AD7A370616E0D41CDCCCC4C96562241	0101000020407100000AD7A370616E0D41CDCCCC4C96562241	 	 	 	0101000020D410000042BBBADD48BA1A408E37A8DFBFB14A40	0101000020E6100000EB987C9EA4B91A4027E775BA9AB14A40
108558	147	3413	147-3413	1914	't Zandt (Gr.)	H. K. Stang over ondersten bol	0101000020806C040033333333B5300E4185EB51B8CE442241	01010000204071000033333333B5300E4185EB51B8CE442241	 	 	 	0101000020D410000075D83AE74D191B40CB574BCAFFAE4A40	0101000020E61000009F0B09FBA5181B405E6484BADAAE4A40
108559	147	714	147-714	1909	Zandvoort I	H. K. Stang boven knop	0101000020806C040014AE47E12691F740F6285C8F18C01D41	01010000204071000014AE47E12691F740F6285C8F18C01D41	*	 	 	0101000020D4100000B6AEC03FA21D124071C5DAC8B22F4A40	0101000020E61000006922699E511D1240D92FD99F912F4A40
108560	147	3414	147-3414	1909	Zandvoort II N.O	Passage-galerij. Stang boven knop	0101000020806C0400CDCCCCCC949DF7408FC2F528DACE1D41	010100002040710000CDCCCCCC949DF7408FC2F528DACE1D41	 	 	^	0101000020D41000004A995FD874201240859B649DC9304A40	0101000020E6100000CCED761F24201240CBDEF56BA8304A40
108561	147	3415	147-3415	1909	Zandvoort II N.W	Passage-galerij. Stang boven knop	0101000020806C0400B81E85EBE19BF74085EB51B8F0CE1D41	010100002040710000B81E85EBE19BF74085EB51B8F0CE1D41	 	 	^	0101000020D41000004B765CF00B201240A0E3662ECB304A40	0101000020E6100000D57F713BBB1F1240F53DEEFCA9304A40
108562	147	3416	147-3416	1909	Zandvoort II Z.O	Passage-galerij. Stang boven knop	0101000020806C0400B81E85EBE19CF740333333336DCE1D41	010100002040710000B81E85EBE19CF740333333336DCE1D41	 	 	^	0101000020D41000001EDFF9094B201240EB0EAC8DC1304A40	0101000020E6100000D9458A52FA1F12409C1C7C5CA0304A40
108563	147	3417	147-3417	1909	Zandvoort II Z.W	Passage-galerij. Stang boven knop	0101000020806C0400B81E85EB699BF74048E17A14AACE1D41	010100002040710000B81E85EB699BF74048E17A14AACE1D41	 	 	^	0101000020D4100000892CAFDDEF1F124009BA3DF4C5304A40	0101000020E6100000810EC2299F1F124067D0EDC2A4304A40
108564	147	715	147-715	1916	Zandvoort III	Watertoren. Vlaggestok	0101000020806C04008FC2F528A086F7407B14AE4719C31D41	0101000020407100008FC2F528A086F7407B14AE4719C31D41	*	 	 	0101000020D4100000D597261F111B1240BA068CCBEA2F4A40	0101000020E6100000B2306E97C01A1240A369E9A0C92F4A40
108565	147	3418	147-3418	1900	Zeddam	R. C. K. Stang oven nop	0101000020806C04000AD7A37083370A41EC51B81EA7921A41	0101000020407100000AD7A37083370A41EC51B81EA7921A41	 	 	 	0101000020D41000006031870A690619404B072732C9F34940	0101000020E6100000A227A860D50519400EE728C1A9F34940
108566	147	3419	147-3419	1900	Zeeland	R. C. K. Stang boven knop	0101000020806C04003D0AD7A3025705415C8FC2F56E271941	0101000020407100003D0AD7A3025705415C8FC2F56E271941	 	 	 	0101000020D4100000BDE1A7697FB2164064D9B06B67D94940	0101000020E610000075EC37EB01B21640044076C848D94940
108567	147	3420	147-3420	1902	Zeelst	R. C. K. Punt van bliksemafleider	0101000020806C04007B14AE478F29034152B81E850E4D1741	0101000020407100007B14AE478F29034152B81E850E4D1741	*	 	^	0101000020D4100000CC92A63311AA1540FF55458B83B64940	0101000020E6100000EEBD54509DA9154008D84DF665B64940
108568	147	716	147-716	1914	Zeerijp	H. K. Stang onder bol	0101000020806C04007B14AE47F10E0E41C3F528DC7C332241	0101000020407100007B14AE47F10E0E41C3F528DC7C332241	*	 	^	0101000020D41000000517B92C09081B40777B823E79AC4A40	0101000020E6100000849C13ED61071B40FF1C1D4254AC4A40
108569	147	3727	147-3727	1919	Zeerijp	H. K. Stang onder bol	0101000020806C04009A999999F10E0E417B14AEC77C332241	0101000020407100009A999999F10E0E417B14AEC77C332241	*	 	 	0101000020D4100000E908425409081B405F0F703B79AC4A40	0101000020E61000004B089B1462071B40AAC80A3F54AC4A40
108570	147	3421	147-3421	1907	Zegge	R. C. K. Stang oven nop	0101000020806C0400CDCCCCCC0418F740D7A3703D72361841	010100002040710000CDCCCCCC0418F740D7A3703D72361841	 	 	^	0101000020D41000003662E6E1D91012404BF68A4B49C74940	0101000020E610000092F72057881012402EBB72442BC74940
108571	147	3422	147-3422	1917	Zegveld	H. K. Stang boven knop	0101000020806C0400AE47E17AC8BDFC40295C8FC220F81B41	010100002040710000AE47E17AC8BDFC40295C8FC220F81B41	*	 	 	0101000020D4100000D5769368A45F13402EF2383F5C0E4A40	0101000020E61000003089B337475F134014284F103C0E4A40
108572	147	3423	147-3423	1915	Zegwaart	H. K. Stang oven nop	0101000020806C040048E17A140EEBF640C3F5285C689C1B41	01010000204071000048E17A140EEBF640C3F5285C689C1B41	*	 	 	0101000020D4100000C204CE9226FC11402CDA75D155074A40	0101000020E610000080F190A8D6FB11406EAB30DF35074A40
